variant,revision,trial,profile,records,prefix_bytes,round,build_ns,record_ns,payload_bytes,wire_digest
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,bit_variable,16384,64,1,2290583.000,139.806,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,1,bit_variable,16384,64,2,2406625.000,146.889,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,byte_fixed,16384,64,0,1411042.000,86.123,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,byte_fixed,16384,64,1,1271750.000,77.621,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,byte_fixed,16384,64,2,1291792.000,78.845,181451,9251279952100018761
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,byte_variable,16384,64,0,1666792.000,101.733,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,byte_variable,16384,64,1,1702917.000,103.938,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,byte_variable,16384,64,2,1652709.000,100.873,328881,10497002078573155402
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,bit_fixed,16384,64,0,1941875.000,118.523,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,bit_fixed,16384,64,1,2010500.000,122.711,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,bit_fixed,16384,64,2,2049667.000,125.102,61036,15332273967921022392
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,bit_variable,16384,64,0,2365333.000,144.368,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,bit_variable,16384,64,1,2230417.000,136.134,83922,3519228460996590230
baseline,fdcad441a501d8edc6eded225c613b6e2bec009d,2,bit_variable,16384,64,2,2270166.000,138.560,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,byte_fixed,16384,64,0,813959.000,49.680,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,byte_fixed,16384,64,1,853708.000,52.106,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,byte_fixed,16384,64,2,812667.000,49.601,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,byte_variable,16384,64,0,993000.000,60.608,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,byte_variable,16384,64,1,985333.000,60.140,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,byte_variable,16384,64,2,1094084.000,66.778,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,bit_fixed,16384,64,0,1408916.000,85.993,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,bit_fixed,16384,64,1,1383375.000,84.435,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,bit_fixed,16384,64,2,1389083.000,84.783,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,bit_variable,16384,64,0,1753750.000,107.040,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,bit_variable,16384,64,1,1903625.000,116.188,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,2,bit_variable,16384,64,2,1840333.000,112.325,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,byte_fixed,16384,64,0,826166.000,50.425,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,byte_fixed,16384,64,1,810375.000,49.461,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,byte_fixed,16384,64,2,810458.000,49.466,181451,9251279952100018761
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,byte_variable,16384,64,0,941334.000,57.454,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,byte_variable,16384,64,1,976750.000,59.616,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,byte_variable,16384,64,2,967750.000,59.067,328881,10497002078573155402
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,bit_fixed,16384,64,0,1451542.000,88.595,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,bit_fixed,16384,64,1,1428375.000,87.181,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,bit_fixed,16384,64,2,1437542.000,87.741,61036,15332273967921022392
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,bit_variable,16384,64,0,1745208.000,106.519,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,bit_variable,16384,64,1,1854667.000,113.200,83922,3519228460996590230
candidate,f986ee29a0ec4245ef2a30709ebafb74cbcff803,3,bit_variable,16384,64,2,1861500.000,113.617,83922,3519228460996590230
