variant,revision,profile,group_size,base_records,prefix_bytes,head_entries,prefix_catalogs,queries,trial,prepare_ns,query_ns,visited_catalogs,matches,checksum,codec_block_size,native_payload_bytes,borrowed_payload_bytes,offset_array_bytes,rank_array_bytes,cut_lcp_array_bytes,false_borrow_bytes,total_array_bytes
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,2,200542.000,8815.033,24576,2810,17916971327959202543,16,986677,19632,9600,3552,49768,779,1070008
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,3,121333.000,4096.629,24576,2810,17916971327959202543,16,1017408,21930,7448,3552,49768,779,1100885
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,3,222083.000,8964.701,24576,2810,17916971327959202543,16,986677,19632,9600,3552,49768,779,1070008
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,3,150959.000,3923.198,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,3,216125.000,7658.712,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,65536,64,1390,2,4096,3,119208.000,7284.343,24576,2810,17916971327959202543,15,1076239,22266,7904,3552,0,779,1110740
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,65536,64,1390,2,4096,3,204541.000,13851.786,24576,2810,17916971327959202543,15,1047526,19871,10184,3552,0,779,1081912
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,byte,15,65536,64,1390,2,4096,4,158042.000,7275.197,24576,2810,17916971327959202543,15,1076239,22266,7904,3552,0,779,1110740
baseline_w15,71a92a960555de244b8e52b2c3cc9f140ce0aa68,bit,15,65536,64,1390,2,4096,4,216000.000,13756.765,24576,2810,17916971327959202543,15,1047526,19871,10184,3552,0,779,1081912
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,4,127084.000,3822.947,24576,2810,17916971327959202543,15,1017774,21957,7856,3552,49768,779,1101686
candidate_w15,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,4,206167.000,7740.580,24576,2810,17916971327959202543,15,987547,19696,10128,3552,49768,779,1071470
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,byte,15,65536,64,1390,2,4096,4,127208.000,4122.263,24576,2810,17916971327959202543,16,1017408,21930,7448,3552,49768,779,1100885
candidate_w16,2d58df097343151af208a7700f294b0ff734be6c,bit,15,65536,64,1390,2,4096,4,205958.000,8789.225,24576,2810,17916971327959202543,16,986677,19632,9600,3552,49768,779,1070008
