variant,trial,case,operation,mode,round,items,ns,calls,requested,peak,live,checksum
baseline,3,byte-3-0,build,0,2,5690,1232417,0,0,0,0,1761918743
baseline,3,byte-3-0,query,0,2,4096,18194875,0,0,0,0,6584442294199094370
baseline,3,byte-3-0,build,0,3,5690,1232292,0,0,0,0,1761918743
baseline,3,byte-3-0,query,0,3,4096,18180458,0,0,0,0,6584442294199094370
baseline,3,byte-15-0,build,0,1,2632,632834,0,0,0,0,1583706055
baseline,3,byte-15-0,query,0,1,4096,16246041,0,0,0,0,6584442294199094370
baseline,3,byte-15-0,build,0,2,2632,629708,0,0,0,0,1583706055
baseline,3,byte-15-0,query,0,2,4096,16586458,0,0,0,0,6584442294199094370
baseline,3,byte-15-0,build,0,3,2632,785917,0,0,0,0,1583706055
baseline,3,byte-15-0,query,0,3,4096,16365834,0,0,0,0,6584442294199094370
baseline,3,bit-3-0,build,0,1,5690,1743750,0,0,0,0,3340569477
baseline,3,bit-3-0,query,0,1,4096,27194042,0,0,0,0,6584442294199094370
baseline,3,bit-3-0,build,0,2,5690,1848042,0,0,0,0,3340569477
baseline,3,bit-3-0,query,0,2,4096,27180375,0,0,0,0,6584442294199094370
baseline,3,bit-3-0,build,0,3,5690,1753375,0,0,0,0,3340569477
baseline,3,bit-3-0,query,0,3,4096,26794334,0,0,0,0,6584442294199094370
baseline,3,bit-15-0,build,0,1,2632,988417,0,0,0,0,3904194795
baseline,3,bit-15-0,query,0,1,4096,24331291,0,0,0,0,6584442294199094370
baseline,3,bit-15-0,build,0,2,2632,997958,0,0,0,0,3904194795
baseline,3,bit-15-0,query,0,2,4096,24046708,0,0,0,0,6584442294199094370
baseline,3,bit-15-0,build,0,3,2632,969958,0,0,0,0,3904194795
baseline,3,bit-15-0,query,0,3,4096,24286916,0,0,0,0,6584442294199094370
baseline,3,byte-3-4096,build,0,1,5690,1179542,0,0,0,0,2588134493
baseline,3,byte-3-4096,query,0,1,4096,21362542,0,0,0,0,6584442294199094370
baseline,3,byte-3-4096,build,0,2,5690,1463042,0,0,0,0,2588134493
baseline,3,byte-3-4096,query,0,2,4096,21416750,0,0,0,0,6584442294199094370
baseline,3,byte-3-4096,build,0,3,5690,1207708,0,0,0,0,2588134493
baseline,3,byte-3-4096,query,0,3,4096,20646541,0,0,0,0,6584442294199094370
baseline,3,byte-15-4096,build,0,1,2632,619666,0,0,0,0,1896941275
baseline,3,byte-15-4096,query,0,1,4096,18267250,0,0,0,0,6584442294199094370
baseline,3,byte-15-4096,build,0,2,2632,622500,0,0,0,0,1896941275
baseline,3,byte-15-4096,query,0,2,4096,18907708,0,0,0,0,6584442294199094370
baseline,3,byte-15-4096,build,0,3,2632,618875,0,0,0,0,1896941275
baseline,3,byte-15-4096,query,0,3,4096,18848333,0,0,0,0,6584442294199094370
baseline,3,bit-3-4096,build,0,1,5690,1855875,0,0,0,0,3555944624
baseline,3,bit-3-4096,query,0,1,4096,31920083,0,0,0,0,6584442294199094370
baseline,3,bit-3-4096,build,0,2,5690,1821875,0,0,0,0,3555944624
baseline,3,bit-3-4096,query,0,2,4096,31331458,0,0,0,0,6584442294199094370
baseline,3,bit-3-4096,build,0,3,5690,1788750,0,0,0,0,3555944624
baseline,3,bit-3-4096,query,0,3,4096,30713750,0,0,0,0,6584442294199094370
baseline,3,bit-15-4096,build,0,1,2632,1040875,0,0,0,0,2558807147
baseline,3,bit-15-4096,query,0,1,4096,27750416,0,0,0,0,6584442294199094370
baseline,3,bit-15-4096,build,0,2,2632,1148209,0,0,0,0,2558807147
baseline,3,bit-15-4096,query,0,2,4096,27519709,0,0,0,0,6584442294199094370
baseline,3,bit-15-4096,build,0,3,2632,1179667,0,0,0,0,2558807147
baseline,3,bit-15-4096,query,0,3,4096,27779792,0,0,0,0,6584442294199094370
baseline,4,byte-3-0,build,0,1,5690,1251709,0,0,0,0,1761918743
baseline,4,byte-3-0,query,0,1,4096,18601791,0,0,0,0,6584442294199094370
baseline,4,byte-3-0,build,0,2,5690,1161542,0,0,0,0,1761918743
baseline,4,byte-3-0,query,0,2,4096,17861208,0,0,0,0,6584442294199094370
baseline,4,byte-3-0,build,0,3,5690,1309875,0,0,0,0,1761918743
baseline,4,byte-3-0,query,0,3,4096,18328709,0,0,0,0,6584442294199094370
baseline,4,byte-15-0,build,0,1,2632,622958,0,0,0,0,1583706055
baseline,4,byte-15-0,query,0,1,4096,16416291,0,0,0,0,6584442294199094370
baseline,4,byte-15-0,build,0,2,2632,663375,0,0,0,0,1583706055
baseline,4,byte-15-0,query,0,2,4096,15978541,0,0,0,0,6584442294199094370
baseline,4,byte-15-0,build,0,3,2632,614375,0,0,0,0,1583706055
baseline,4,byte-15-0,query,0,3,4096,15668667,0,0,0,0,6584442294199094370
baseline,4,bit-3-0,build,0,1,5690,1841958,0,0,0,0,3340569477
baseline,4,bit-3-0,query,0,1,4096,26585416,0,0,0,0,6584442294199094370
baseline,4,bit-3-0,build,0,2,5690,1750375,0,0,0,0,3340569477
baseline,4,bit-3-0,query,0,2,4096,25780792,0,0,0,0,6584442294199094370
baseline,4,bit-3-0,build,0,3,5690,1747042,0,0,0,0,3340569477
baseline,4,bit-3-0,query,0,3,4096,26237750,0,0,0,0,6584442294199094370
baseline,4,bit-15-0,build,0,1,2632,1047958,0,0,0,0,3904194795
baseline,4,bit-15-0,query,0,1,4096,23352042,0,0,0,0,6584442294199094370
baseline,4,bit-15-0,build,0,2,2632,953917,0,0,0,0,3904194795
baseline,4,bit-15-0,query,0,2,4096,23437625,0,0,0,0,6584442294199094370
baseline,4,bit-15-0,build,0,3,2632,962666,0,0,0,0,3904194795
baseline,4,bit-15-0,query,0,3,4096,23313917,0,0,0,0,6584442294199094370
baseline,4,byte-3-4096,build,0,1,5690,1241125,0,0,0,0,2588134493
baseline,4,byte-3-4096,query,0,1,4096,21252875,0,0,0,0,6584442294199094370
baseline,4,byte-3-4096,build,0,2,5690,1185875,0,0,0,0,2588134493
baseline,4,byte-3-4096,query,0,2,4096,20993208,0,0,0,0,6584442294199094370
baseline,4,byte-3-4096,build,0,3,5690,1164417,0,0,0,0,2588134493
baseline,4,byte-3-4096,query,0,3,4096,21368292,0,0,0,0,6584442294199094370
baseline,4,byte-15-4096,build,0,1,2632,663666,0,0,0,0,1896941275
baseline,4,byte-15-4096,query,0,1,4096,17952833,0,0,0,0,6584442294199094370
baseline,4,byte-15-4096,build,0,2,2632,612417,0,0,0,0,1896941275
baseline,4,byte-15-4096,query,0,2,4096,19390625,0,0,0,0,6584442294199094370
baseline,4,byte-15-4096,build,0,3,2632,641125,0,0,0,0,1896941275
baseline,4,byte-15-4096,query,0,3,4096,18018125,0,0,0,0,6584442294199094370
